Movie Name,Genre,Rating,Voting Counts,Duration
219. The Hangman,Horror,3.3,1100,1h 32m
220. Conjuring the Cult,Horror,4.2,967,1h 33m
221. Tantra,Horror,4.9,2400,2h 16m
222. Here After,Horror,4.2,1900,1h 33m
223. Bureau 749,Horror,3.9,595,2h 3m
224. Behave,Horror,2.7,241,1h 28m
225. Cursed,Horror,4.1,151,1h 21m
226. Bystanders,Horror,4.0,442,1h 22m
227. La Patasola,Horror,2.6,120,1h 21m
228. La damnée,Horror,4.3,126,1h 20m
229. Souls of the Damned,Horror,3.6,39,57m
230. Aranmanai 4,Horror,5.0,2400,2h 28m
231. Model House,Horror,4.0,1100,1h 25m
232. Mutants of Nature Cove,Horror,3.6,170,1h 28m
233. Dominion of Darkness,Horror,5.6,886,1h 36m
234. I'll Play Mother,Horror,4.7,119,1h 48m
235. The Train of Death,Horror,4.7,751,1h 43m
236. Sorop,Horror,5.4,273,1h 43m
237. Turno Nocturno,Horror,5.2,766,1h 47m
238. Sala Escura,Horror,4.2,42,1h 35m
239. Monster Mash,Horror,3.5,474,1h 25m
240. Séance Games: Metaxu,Horror,3.2,258,1h 26m
241. The Lost Daughter,Horror,5.6,348,1h 39m
242. Freelance,Horror,4.8,400,1h 50m
243. Bogieville,Horror,3.9,681,1h 48m
244. Another Cabin in the Woods Movie,Horror,4.7,247,1h 17m
245. Terminator: Skynet Rising,Horror,6.6,305,1h 28m
246. Life of Belle,Horror,5.0,740,1h 13m
247. Phallacies,Horror,8.7,8,1h 41m
248. Invader,Horror,4.6,177,1h 10m
249. Iconic,Horror,4.9,471,1h 30m
250. Possession: Kerasukan,Horror,3.5,313,1h 34m
251. Sakaratul Maut,Horror,5.4,197,1h 47m
252. The Forbidden Camp: Mass Possession,Horror,6.1,398,1h 52m
253. Down Below,Horror,2.5,223,1h 33m
254. Drained,Horror,4.5,339,1h 47m
255. Clickbait: Unfollowed,Horror,4.9,622,1h 30m
256. Five Friends,Horror,6.7,1000,1h 52m
257. Slay,Horror,6.5,1300,1h 39m
258. Its Name Was Mormo,Horror,3.7,198,1h 33m
259. Riders,Horror,6.3,543,1h 45m
260. Protein,Horror,6.8,89,1h 40m
261. Sam and Colby: The Legends of the Paranormal,Horror,4.8,321,1h 38m
262. Territory,Horror,4.7,97,1h 33m
263. Lumina,Horror,2.2,726,1h 53m
264. Buzz House: The Movie,Horror,3.2,1400,1h 33m
265. Suckers,Horror,2.3,134,1h 7m
266. Angels Fallen: Warriors of Peace,Horror,4.8,6500,1h 43m
267. Last Stop: Rocafort St.,Horror,4.1,527,1h 29m
268. Dagr,Horror,4.2,2800,1h 17m
269. Crackcoon,Horror,3.6,487,1h 28m
270. Pusaka,Horror,5.2,211,1h 30m
271. The Curse of the Necklace,Horror,4.5,1500,1h 39m
272. Broken Bird,Horror,5.7,131,1h 39m
273. Amp House Massacre,Horror,3.8,204,1h 20m
274. Go Away,Horror,4.2,231,N/A
275. Black Spines,Horror,6.9,25,1h 40m
276. Cinderella's Revenge,Horror,3.8,1200,1h 25m
277. Name the Demon,Horror,3.5,182,1h 17m
278. Bhavanam: The Haunted House,Horror,6.5,19,2h 19m
279. The Seductress from Hell,Horror,6.1,23,1h 42m
280. The Deserving,Horror,7.1,83,N/A
281. Xoftex,Horror,6.0,67,1h 39m
282. Pinnil Oral,Horror,7.7,583,2h 7m
283. Leech,Horror,N/A,N/A,1h 20m
284. Do Not Enter,Horror,5.3,703,1h 25m
285. We Are Wolves,Horror,3.4,286,1h 37m
286. Cinderella's Curse,Horror,3.4,1400,1h 22m
287. Murder Mubarak,Horror,5.8,51000,2h 20m
288. X Files,Horror,2.5,78,1h 14m
289. The Little Mermaid,Horror,3.5,227,1h 29m
290. Frankie Freako,Horror,5.5,1500,1h 25m
291. Gacy: Serial Killer Next Door,Horror,3.3,496,1h 37m
292. Heretics,Horror,2.7,135,1h 23m
293. Rippy,Horror,4.1,1000,1h 23m
294. Crescent City,Horror,3.9,1500,1h 43m
295. Sunrise,Horror,3.9,1300,1h 33m
296. Hell Hole,Horror,4.5,1400,1h 32m
297. Bloody Axe Wound,Horror,5.0,1100,1h 23m
298. Bleeding,Horror,4.2,399,1h 37m
299. The Monster Beneath Us,Horror,5.1,511,1h 43m
300. Kalinga,Horror,6.6,9600,1h 56m
301. DarkGame,Horror,4.6,3000,1h 40m
302. Monster on a Plane,Horror,4.9,2700,1h 28m
303. The Killgrin,Horror,5.9,101,1h 23m
304. Operation Blood Hunt,Horror,3.4,547,1h 33m
305. Invasive,Horror,5.6,831,1h 37m
306. Campton Manor,Horror,3.4,267,1h 23m
307. Saint Catherine,Horror,3.4,283,1h 26m
308. Demonte Colony 2,Horror,6.5,4700,2h 24m
309. Haunt Season,Horror,4.9,963,1h 21m
310. The Bunker,Horror,4.3,378,1h 32m
311. Dancing Village: The Curse Begins,Horror,5.7,4300,2h 2m
312. The Banished,Horror,5.0,57,1h 37m
313. Espantaho,Horror,4.8,279,1h 30m
314. Paranoia,Horror,4.1,417,1h 35m
315. Unspeakable: Beyond the Wall of Sleep,Horror,3.9,148,1h 30m
316. Estela,Horror,6.0,42,1h 29m
317. Witch Hunter,Horror,4.0,49,1h 20m
318. (Pri)sons,Horror,4.9,316,1h 40m
319. Indera,Horror,5.8,20,1h 44m
320. The Moogai,Horror,5.4,488,1h 26m
321. Operation Undead,Horror,4.7,488,1h 50m
322. Butchers Book Two: Raghorn,Horror,4.1,691,1h 28m
323. Revival,Horror,5.3,38,N/A
324. Hide N Seek,Horror,8.8,2300,2h 14m
325. #AMFAD: All My Friends Are Dead,Horror,4.5,1300,1h 31m
326. Sattam En Kaiyil,Horror,7.9,2300,2h 4m
327. Amityville: Where the Echo Lives,Horror,1.5,471,1h 29m
328. Kakuda,Horror,5.4,6400,1h 56m
329. Kang Mak,Horror,6.4,934,2h 2m
330. 404 Run Run,Horror,5.7,534,1h 44m
331. Goldilocks and the Three Bears: Death and Porridge,Horror,2.2,2200,1h 22m
332. Curse of the Seven Oceans,Horror,5.5,555,1h 34m
333. Seeds,Horror,5.0,255,1h 22m
334. Happy Birthday Luci,Horror,9.4,61,1h 39m
335. Exorcism Chronicles: The Beginning,Horror,6.4,149,1h 25m
336. Wake,Horror,3.4,292,1h 25m
